population_total_filtered
행정구역별(읍면동),2024 년
서울특별시,9335444.0
부산광역시,3257256.0
대구광역시,2369335.0
인천광역시,3058033.0
광주광역시,1444171.0
대전광역시,1467093.0
울산광역시,1106895.0
세종시,390156.0
경기도,13914479.0
강원특별자치도,1522881.0
충청북도,1646328.0
충청남도,2238243.0
전북특별자치도,1758836.0
전라남도,1778338.0
경상북도,2578999.0
경상남도,3264243.0
제주특별자치도,674817.0
